property_url,text,full_street_line,city,state,zip_code,Latitude,Longitude,neighborhoods,county,primary_photo,nearby_crimes,rent_price,id,crime_score,beds,bath,sqft,url,lat,long,restaurant,grocery,cafe,park,school,hospital,parking,Area,Morning Rate,Afternoon Rate,Evening Rate,parking_cost
https://www.realtor.com/realestateandhomes-detail/M2026249615?listing_status=rental,"Downtown urban living! Incredible location with a walk score of 99! Transit score of 100! Bikeable score of 83! Easy walk around Belltown, shops, restaurants, Pike Place Market and Westlake Center and much more. Close to bus routes, secure entry with on-site management, updated fitness center, pool, sauna, large outdoor space with BBQ area and community room on the fourth floor. Electric, W/S/G included in rent, Tenant pays internet and cable. Laundry in common area. No Smoking, No Pets. $250 move in fee. You must provide photo ID and proof of income (last 2 paystubs or offer letter) to complete the application. Please be aware applications will not be processed/accepted until you make an appointment to tour the home first.",2100 3rd Ave,Seattle,WA,98121,47.613539,-122.342212,"Downtown Seattle, Belltown",King,http://ap.rdcpix.com/e11476c330d317cfc07ec1d626ba8ec3l-m2118785561od-w480_h360_x2.webp?w=1080&q=75,2529,1900.0,M2026249615,75.67324955,1.0,1.0,772,https://www.realtor.com/realestateandhomes-detail/M2026249615?listing_status=rental,47.613539,-122.342212,20,7,20,20,20,10,20,Belltown - North,1.0,2.0,1.5,21.0
https://www.realtor.com/realestateandhomes-detail/M9116095006?listing_status=rental,"Welcome to 2923 Franklin Ave E Apt 1! This charming townhouse offers modern living in a great Seattle location. With 1 bedroom and 1 bathroom, this home provides 700 sq ft of comfortable living space perfect for individuals or couples seeking a cozy urban retreat. Key Features: Bedrooms: 1 Bathrooms: 1 Square Footage: 700 sq ft Parking: Street parking available Laundry: In unit Appliances: Refrigerator, dishwasher, microwave Pets: Cats, small dogs (less than 25 lbs), and large dogs allowed Outdoor Space: No private outdoor space Utilities: Tenant responsible for electricity and internet. Owner covers gas, water, and trash. Additional Features: - Wall-mounted A/C for summer comfort - Radiant heating for cozy winters - Kitchen appliances included - Convenient in-unit laundry Location and Neighborhood: Located in the vibrant Seattle area, this home is close to numerous amenities, including parks, cafes, and public transit options. Enjoy the lively community and the convenience of urban living at its finest. Don't miss out on this delightful home! Contact us today to schedule a viewing and experience the charm of this exceptional property for yourself! Lease Terms and Application: Lease Terms: 12 months, available for move-in now Application Fee: $45 per adult (non-refundable) Security Deposit: Equal to 1x the monthly rent based upon approved credit Qualifications: Renters should have a minimum credit score of 640 or above and a gross income, from any and all eligible sources of income, of at least 3x the monthly rent Lease Start: Preference will be given to applicants with the earliest start date Please view our statement of Rental Policy for further details No more than three (3) pets are allowed per home (subject to local laws and HOA Rules and Regulations). Renters Insurance with pet coverage is required. Dogs: The list of domestic dog breeds that are restricted includes: American Pit Bull Terriers, Rottweilers, Staffordshire Terriers, and any dog that has a percentage or mix of any of those breeds. Any canines other than domestic dogs (wolves, coyotes, dingoes, jackals, etc.) and any hybrids of them are not permitted. Cats: All breeds of domestic cats are permitted.",2923 Franklin Ave E Apt 1,Seattle,WA,98102,47.647717,-122.323166,"Cascade, Eastlake",King,http://ap.rdcpix.com/4b4494ac126cc7f07552b54e8de4e4e1l-m1859574751od-w480_h360_x2.webp?w=1080&q=75,256,1549.0,M9116095006,7.660083782,1.0,1.0,429,https://www.realtor.com/realestateandhomes-detail/M9116095006?listing_status=rental,47.647717,-122.323166,20,2,14,20,20,2,20,Capitol Hill - North,1.0,4.5,4.0,56.0
https://www.realtor.com/realestateandhomes-detail/M9253654720?listing_status=rental,,3459 23rd Ave W,Seattle,WA,98199,47.65202,-122.386238,"Magnolia, Lawton Park",King,http://ar.rdcpix.com/3e9ddc40f4deea453b62fbb733a9ee02c-f4107680531od-w480_h360_x2.webp?w=1080&q=75,143,2600.0,M9253654720,4.278874925,2.0,1.5,"1,179",https://www.realtor.com/realestateandhomes-detail/M9253654720?listing_status=rental,47.65202,-122.386238,20,0,6,8,11,0,7,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M1200287632?listing_status=rental,,2215 W Dravus St,Seattle,WA,98199,47.648177,-122.385449,"Southeast Magnolia, Magnolia",King,http://ar.rdcpix.com/ac3ffbfd2504cb96522edbddbc6a7b6fc-f28024203od-w480_h360_x2.webp?w=1080&q=75,148,1295.0,M1200287632,4.428485937,1.0,1.0,447,https://www.realtor.com/realestateandhomes-detail/M1200287632?listing_status=rental,47.648177,-122.385449,20,0,6,8,11,0,7,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9133897681?listing_status=rental,,3309 Beacon Ave S,Seattle,WA,98144,47.573711,-122.309189,"Beacon Hill, North Beacon Hill",King,,209,1485.0,M9133897681,6.253740275,1.0,1.0,315,https://www.realtor.com/realestateandhomes-detail/M9133897681?listing_status=rental,47.573711,-122.309189,20,1,7,13,11,1,2,Cherry Hill,2.0,1.0,1.0,14.0
https://www.realtor.com/realestateandhomes-detail/M2957969560?listing_status=rental,"Nestled in the desirable High Point West Seattle community, this beautifully maintained 1, 751 sq ft end-unit townhome offers a perfect blend of comfort and convenience. Featuring an open floor plan with hardwood floors, high ceilings, and a cozy gas fireplace, the home also boasts a sunny kitchen with granite countertops and a gas range. The private backyard serves as a peaceful oasis, ideal for outdoor relaxation or entertaining, while the spacious primary suite includes an elegant bath and walk-in closet. Additional highlights include a detached one-car garage and a utility room with washer/dryer. Located near parks, scenic trails, the library, and vibrant community amenities, this home is a true gem waiting for you to make it your own.",3103 SW Raymond St,Seattle,WA,98126,47.548089,-122.372355,"High Point, Delridge",King,http://ap.rdcpix.com/e1d95c88a8f4d0aa6efa0f88c388ebbfl-m3129605911od-w480_h360_x2.webp?w=1080&q=75,230,3550.0,M2957969560,6.882106523,3.0,2.5,"1,741",https://www.realtor.com/realestateandhomes-detail/M2957969560?listing_status=rental,47.548089,-122.372355,14,0,1,20,14,0,0,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M1901828263?listing_status=rental,"A totally REMODELED turnkey home w/luxurious open flowing floor plan & dramatic vaulted ceilings. A seamless combination of opulent open spaces, Central A/C, Hardwood floors, all new custom designed & finished interiors! Spacious Gourmet Kitchen w/quartz counters & European cabinets blended w/stainless appliances ~ create the perfect platform for that culinary feast. Richly Romantic Master Suite w/Custom European built-ins & newly remodeled bath w/frameless lighted mirror, designer vanities & custom tile work throughout. Artful Living & Family rooms w/tile wrapped fireplace & more! Private, level park-like grounds adjacent to lush greenbelt for complete privacy. A truly special home awaits. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",10738 68th Pl S,Seattle,WA,98178,47.503755,-122.248173,"Rainier Valley, Rainier View",King,http://ap.rdcpix.com/6e77cd6ef901930774a51dfad4f2c01fl-m3421117796od-w480_h360_x2.webp?w=1080&q=75,28,2700.0,M1901828263,0.837821664,3.0,3.0,"1,610",https://www.realtor.com/realestateandhomes-detail/M1901828263?listing_status=rental,47.503755,-122.248173,6,1,0,10,4,0,2,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M2411498295?listing_status=rental,,13807 Greenwood Ave N,Seattle,WA,98133,47.729921,-122.355988,"Broadview, Northwest Seattle",King,http://ar.rdcpix.com/a264ef0c53512172b1e2f6441a9cce97c-f2262456222od-w480_h360_x2.webp?w=1080&q=75,146,2995.0,M2411498295,4.368641532,3.0,2.0,"1,800",https://www.realtor.com/realestateandhomes-detail/M2411498295?listing_status=rental,47.729921,-122.355988,20,2,7,10,7,0,3,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9709987233?listing_status=rental,"Make this fabulous high floor condo your new home! Right in the heart of Seattle, near Pike Place. Featuring a large deck, hardwood finishes and exquisite slab stone. Wonderful amenities include 24 hour concierge, fitness center, sauna, steam room and landscaped terrace. Included in rent: water, sewer, trash and internet.",2033 2nd Ave Apt 1900,Seattle,WA,98121,47.61209,-122.342966,"Downtown Seattle, Pike Place Market",King,http://ap.rdcpix.com/a9bc2a86803d38047a4547ab527e4bbfl-m2282161027od-w480_h360_x2.webp?w=1080&q=75,3005,3500.0,M9709987233,89.91621783,1.0,1.0,928,https://www.realtor.com/realestateandhomes-detail/M9709987233?listing_status=rental,47.61209,-122.342966,20,6,20,20,20,11,20,Belltown - North,1.0,2.0,1.5,21.0
https://www.realtor.com/realestateandhomes-detail/M2535442342?listing_status=rental,"This stunning corner unit on the 28th floor of Olive 8 boasts southern exposure with beautiful city, water, and mountain views. It features hardwood floors, a gas fireplace, a gourmet kitchen with granite countertops and high-end stainless steel appliances, a large bedroom with an ensuite bathroom with a separate tub and shower, and a powder room for guests. Enjoy a deck off the living space, in-unit laundry with a full-size washer and dryer, and AC. Building amenities include 24-hour concierge service, a common area on the 18th floor, and an optional gym membership. 12+month lease, 1st, last, 1months deposit RQD. Includes WSG. Pets allowed with an add 'l dep. No Co-signers. Renters Ins RQD. Min. credit:730+. Verified income ratio: 3x1.",737 Olive Way Apt 2808,Seattle,WA,98101,47.613552,-122.334043,"Downtown Seattle, Denny Triangle",King,http://ap.rdcpix.com/8b82fa1f1705c92f62eaf4cddd2bf004l-m3051629583od-w480_h360_x2.webp?w=1080&q=75,2139,3500.0,M2535442342,64.00359066,1.0,1.5,"1,092",https://www.realtor.com/realestateandhomes-detail/M2535442342?listing_status=rental,47.613552,-122.334043,20,7,20,20,20,20,20,Commercial Core - Financial,1.0,1.0,1.0,14.0
https://www.realtor.com/realestateandhomes-detail/M2676241144?listing_status=rental,,2132 California Ave SW,Seattle,WA,98116,47.584316,-122.385995,"West Seattle, North Admiral",King,http://ar.rdcpix.com/a6a09dfeb557fbd3fc238d7a648fb591c-f2955922830od-w480_h360_x2.webp?w=1080&q=75,287,1795.0,M2676241144,8.587672053,1.0,1.0,700,https://www.realtor.com/realestateandhomes-detail/M2676241144?listing_status=rental,47.584316,-122.385995,20,2,10,16,11,1,7,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9534725423?listing_status=rental,"Welcome to Firehouse 25, where history meets modern luxury! This stunning townhouse-style condo, located in a beautifully restored 1908 historic building, offers 931 sqft of stylish living space + storage closet located in garage. With both an exterior and interior entrance from the garage/building entrance. Step outside to your private patio, perfect for BBQs, or entertaining. Inside, oversized windows flood the space with natural light, while vaulted ceilings and exposed brick highlight the building's rich history. Recently remodeled from top to bottom, this home boasts new cement floors, carpet, paint, and a sleek, modern kitchen and bathrooms featuring quartz countertops. The unique loft-style bedroom adds character and charm to this one-of-a-kind space. Located in the vibrant Hill neighborhood, this versatile condo can also be used for commercial purposes. Plus, it's pet-friendly! Come discover the perfect blend of old and new Firehouse 25 awaits! Heated, garage parking space available for $200/month.",1406 Harvard Ave,Seattle,WA,98122,47.613167,-122.321815,"Downtown Seattle, First Hill",King,http://ap.rdcpix.com/48b86d9c8bc5545c58719fb81d30f14al-m1931301779od-w480_h360_x2.webp?w=1080&q=75,2498,3200.0,M9534725423,74.74566128,1.0,1.5,931,https://www.realtor.com/realestateandhomes-detail/M9534725423?listing_status=rental,47.613167,-122.321815,20,7,20,20,20,20,20,12th Avenue,1.0,3.0,5.5,77.0
https://www.realtor.com/realestateandhomes-detail/M2490151474?listing_status=rental,,1718 Summit Ave,Seattle,WA,98122,47.616906,-122.325226,"Capitol Hill, Broadway",King,http://ar.rdcpix.com/ecae21bb9d14f66a2ecb7d949bb5a7d8c-f3366181371od-w480_h360_x2.webp?w=1080&q=75,2229,1195.0,M2490151474,66.69658887,1.0,1.0,350,https://www.realtor.com/realestateandhomes-detail/M2490151474?listing_status=rental,47.616906,-122.325226,20,5,20,20,20,20,20,12th Avenue,1.0,3.0,5.5,77.0
https://www.realtor.com/realestateandhomes-detail/M9064047141?listing_status=rental,"adorable perfect living condo Prepare your senses, this 1-bed condo is quite elegant and sophisticated. The grandeur of the past melds with the modern amenities of the present, creating a luxurious ambiance quite appealing. The spacious layout provides ample room to lounge in leisure and host your nearest and dearest. The SE windows perched above Thomas St are perfect for basking in the sun's warm glow with enough privacy evoking a sense of solitude. I may be on the 1st floor but I live like I'm on the 2nd. An ideal location for one who appreciates the finer things in life and ample opportunities for exploration and adventure. Add'tl storage, pets welcome no time to waste secure it now This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",516 E Thomas St Unit Main,Seattle,WA,98102,47.620995,-122.324516,"Capitol Hill, Broadway",King,http://ap.rdcpix.com/3cb3401255d5069c0b2425faccb86544l-m966840610od-w480_h360_x2.webp?w=1080&q=75,1960,1.0,M9064047141,58.64751646,1.0,1.0,653,https://www.realtor.com/realestateandhomes-detail/M9064047141?listing_status=rental,47.620995,-122.324516,20,2,20,20,20,7,20,Capitol Hill - North,1.0,4.5,4.0,56.0
https://www.realtor.com/realestateandhomes-detail/M9195998511?listing_status=rental,"LEASING SPECIAL: 2 WEEKS FREE UPON LEASE SIGNING! This home features an open kitchen, dining, and living floorplan. Large windows on nearly every wall flood natural light into the space. Lovely vinyl plank flooring flows throughout with carpet in the bedrooms. Interior features include modern European style custom cabinetry, high end quartz countertops, energy efficient stainless-steel appliances, in-unit washer/dryer and ample amounts of storage. Off street parking on a private lot is available for an additional $85 per month. Centrally located less than a mile from Capitol Hill with a walk score of 93 and numerous bus lines right out the door, this location can't be beat. Safeway, PCC and numerous restaurants, bars and shops are just a short walk away. The location is also super convenient for those attending Seattle Central or Seattle University. Feel free to reach out to learn more and schedule a tour!",1514-1516 23rd Ave,Seattle,WA,98122,47.614681,-122.302284,"Mann, Central Area",King,http://ar.rdcpix.com/b05d0fa67695ad00b2f7e046021b8755c-f2812291704od-w480_h360_x2.webp?w=1080&q=75,705,2695.0,M9195998511,21.0951526,3.0,1.0,830,https://www.realtor.com/realestateandhomes-detail/M9195998511?listing_status=rental,47.614681,-122.302284,20,5,18,20,20,9,20,12th Avenue,1.0,3.0,5.5,77.0
https://www.realtor.com/realestateandhomes-detail/M2537242511?listing_status=rental,,1321 4th Ave W,Seattle,WA,98119,47.631101,-122.362068,"Queen Anne, Lower Queen Anne",King,http://ar.rdcpix.com/8e3bf5e257cecc1921780cf13095b85ec-f467721932od-w480_h360_x2.webp?w=1080&q=75,224,1900.0,M2537242511,6.702573309,1.0,1.0,560,https://www.realtor.com/realestateandhomes-detail/M2537242511?listing_status=rental,47.631101,-122.362068,20,4,17,20,20,1,20,,1.0,4.0,3.5,49.0
